ssn,year,month
4.8,2008,6
4.0,2008,7
3.8,2008,8
3.2,2008,9
2.4,2008,10
2.3,2008,11
2.2,2008,12
2.5,2009,1
2.7,2009,2
2.9,2009,3
3.3,2009,4
3.5,2009,5
4.1,2009,6
5.5,2009,7
7.4,2009,8
9.5,2009,9
10.9,2009,10
11.7,2009,11
12.7,2009,12
14.0,2010,1
16.1,2010,2
18.5,2010,3
20.8,2010,4
23.1,2010,5
24.6,2010,6
25.2,2010,7
26.4,2010,8
29.5,2010,9
34.5,2010,10
39.1,2010,11
42.5,2010,12
45.7,2011,1
48.8,2011,2
53.8,2011,3
61.1,2011,4
69.3,2011,5
77.2,2011,6
83.6,2011,7
86.3,2011,8
86.6,2011,9
87.4,2011,10
89.4,2011,11
92.5,2011,12
95.5,2012,1
98.1,2012,2
98.3,2012,3
95.1,2012,4
90.9,2012,5
86.6,2012,6
84.5,2012,7
85.1,2012,8
85.3,2012,9
85.8,2012,10
87.7,2012,11
88.1,2012,12
86.8,2013,1
86.1,2013,2
84.4,2013,3
84.3,2013,4
87.0,2013,5
90.9,2013,6
94.6,2013,7
99.0,2013,8
104.6,2013,9
107.0,2013,10
106.9,2013,11
107.6,2013,12
109.3,2014,1
110.5,2014,2
114.3,2014,3
116.4,2014,4
115.0,2014,5
114.1,2014,6
112.6,2014,7
108.3,2014,8
101.9,2014,9
97.3,2014,10
94.7,2014,11
92.2,2014,12
89.3,2015,1
86.1,2015,2
82.1,2015,3
78.9,2015,4
76.1,2015,5
72.1,2015,6
68.3,2015,7
66.4,2015,8
65.9,2015,9
64.3,2015,10
61.2,2015,11
57.8,2015,12
54.4,2016,1
52.5,2016,2
50.4,2016,3
47.8,2016,4
44.8,2016,5
41.5,2016,6
38.5,2016,7
36.0,2016,8
33.2,2016,9
31.5,2016,10
29.9,2016,11
28.5,2016,12
27.8,2017,1
26.5,2017,2
25.7,2017,3
24.8,2017,4
23.3,2017,5
22.2,2017,6
21.0,2017,7
19.6,2017,8
18.3,2017,9
16.7,2017,10
15.4,2017,11
15.1,2017,12
14.2,2018,1
12.6,2018,2
9.9,2018,3
7.8,2018,4
7.5,2018,5
7.2,2018,6
7.0,2018,7
6.7,2018,8
6.5,2018,9
6.8,2018,10
6.7,2018,11
6.0,2018,12
5.4,2019,1
5.0,2019,2
4.6,2019,3
4.3,2019,4
3.9,2019,5
3.7,2019,6
3.5,2019,7
3.4,2019,8
3.1,2019,9
2.6,2019,10
2.0,2019,11
1.8,2019,12
2.2,2020,1
2.7,2020,2
3.0,2020,3
3.6,2020,4
5.6,2020,5
7.9,2020,6
9.0,2020,7
9.5,2020,8
10.5,2020,9
11.9,2020,10
13.6,2020,11
15.3,2020,12
17.3,2021,1
19.0,2021,2
21.7,2021,3
24.8,2021,4
25.8,2021,5
27.6,2021,6
31.4,2021,7
35.4,2021,8
40.2,2021,9
45.2,2021,10
50.8,2021,11
55.9,2021,12
60.1,2022,1
64.7,2022,2
68.7,2022,3
73.0,2022,4
77.4,2022,5
81.1,2022,6
86.7,2022,7
92.6,2022,8
96.5,2022,9
98.9,2022,10
101.2,2022,11
106.7,2022,12
113.3,2023,1
117.8,2023,2
121.1,2023,3
122.9,2023,4
124.2,2023,5
125.3,2023,6
124.6,2023,7
124.3,2023,8
124.0,2023,9
124.8,2023,10
127.9,2023,11
129.5,2023,12
131.2,2024,1
136.9,2024,2
141.4,2024,3
144.5,2024,4
149.1,2024,5
152.7,2024,6
154.9,2024,7
